traget_word	sentence_a	span_a_strat	sentence_b	span_b_strat	True_label	pre_label	predict_probs
钱	我们痛定思痛,下决心勒紧裤腰带,由财政拿钱,社会各界捐助,筹集资金,花三年时间,修起浙东高标准的海上长城,造福于民。	20	要尽力增加农业的投入,还要把钱用到刀刃上,农业投入要向科技方面倾斜。	14	1	0	[1.0, 0.0]
运动	健力宝开创了我国运动饮料从无到有、并与国际名牌一争高低的局面,健力宝人创造了一个奇迹。	8	在群众生活最困难的时候,区党委、行署和太岳纵队发起了节约运动,如沁源县的机关干部一月节食一日,有的部队主动把口粮每人每日减少二两,节约下来的粮食救济困难群众。	28	0	1	[4.442570811922966e-16, 1.0]
分子	他曾经连遭“胡风集团”牵连、错划右派分子重压、文化大革命摧残,又亲身经历了改革开放风云的激荡,对明天满怀信心,一腔激情,融铸成诗。	18	70年代末打击严厉,拘捕和重判了一批搞恐怖活动的独立主义分子,岛上局势趋于稳定。	28	1	0	[1.0, 1.528525639393763e-10]
运动	由于对纳戈尔诺卡拉巴赫问题持强硬立场的『叶尔克拉帕』议员团近日在国民议会的迅速崛起,执政的亚美尼亚全民族运动已失去在议会的多数地位,这一局面导致彼得罗相总统被迫提出辞呈。	52	因为存在运动水平上的差距,普通大学生与体育特长生同场竞技,在大多数情况下,前者只能当一种“陪衬”。	4	0	1	[2.9984346117117866e-09, 1.0]
分子	他们说,只要掌握了任意打开和关闭这种基因的分子开关,人们就能够延长农作物的生长期从而增加产量。	21	多年来,埃及一直指责苏丹向反政府的埃及穆斯林武装分子提供庇护,并卷入1995年在埃塞俄比亚首都刺杀埃总统穆巴拉克的未遂事件。	24	0	1	[6.596273038894651e-08, 0.9999998807907104]
没有	“这里没有冬天,中央大街浪漫永存!	3	同样重要的是,对于历史事件的再现没有拘泥于场景的细节,对于历史人物的剖析没有着意于生平,对于历史真实的追寻没有依赖于情节性,而是代之以强烈的象征性与表现性,造成了强烈的视觉冲击。	16	0	1	[2.492398682460515e-16, 1.0]
路	丁德文、于世春、于治权、于学祥、于建华(女)、于恩光、王子卿、王天然、王华彬、王守彬、王秀芬(女)、王怀远、王国勋、王振秋、王淑媛(女)、王福成、毛丰美(满族)、巴福荣(女,满族)、巴殿璞、左长林、丛正龙、包信和、包瑞玲(女,蒙古族)、冯玉忠、邢鹤林(蒙古族)、吕新久、朱相远、朱炳梁、刘广征(女)、刘玠、刘宝林、刘相荣(回族)、刘洪达(满族)、关广生(满族)、祁雅民(女,满族)、许卫国、许焕刚、孙兴武(锡伯族)、李正德、李华忠、李经、李贵鲜、李桂芹(女,蒙古族)、李桂莲(女)、李晓安、李鸿宾(回族)、李喜平、李静文(女)、杨文通、杨杰(女,回族)、吴启成、吴学锋、何大川(女)、冷淑梅(女)、宋木文、张丁华、张文成、张东生、张礼京、张在华(女)、张利藩、张国光、张明元、张荣茂、张贵行、张前江(回族)、张振武、张新志、张毓茂、张鹤龄、陈方红(女)、陈明月、陈忠表、陈素芝(女,满族)、陈慧(女)、范方平、范敬宜、岳振东、金竹花(女,朝鲜族)、金连武(满族)、周银校、闻世震、姚咏(女)、姚辉、秦百兰(女)、袁福秀、贾毅、顾金池、顾诵芬、柴天佑、徐廷生、高文田、高益荣、高继中、郭宗昌、席焕久(满族)、黄畋(女)、黄素琴(女)、黄恩元、戚其范、龚尚武、梁增镖、董万德、董令贻(女,满族)、董启凤(女)、程耿东、程盛中、路文芳(女,蒙古族)、路成玉(女)、鲍振东(蒙古族)、褚光宇、慕绥新、滕卫平、潘兆魁、薄熙来、魏保威(满族)	561	位于人民南路一条小巷里的芦淞职业介绍所,自1993年8月1日开办以来,已为5000多名求职者找到了工作,其中下岗职工有1400多名。	5	0	1	[7.892979738244321e-06, 0.9999921321868896]
包	第二天上午8时左右,平某将手术器械包提上手术台,而后对康实施麻醉术。	17	十四年来共投资六十多万元健全完善了一个藏书一万二千多册的阅览室和基层文化站,还为外出执行任务的战士配备“流动读书包”,使这些战士与书结下了不解之缘,他们亲切地把书叫做千里运输线上“无声的指导员”。	56	1	1	[0.002539909677579999, 0.9974600672721863]
分子	美国南加州大学的Adleman教授1994年11月在Science杂志上发表了一篇具有里程碑意义的论文,他设计了一个DNA计算算法,用了7天时间,在试管内做DNA分子合并分离,成功地找出7个城市的一个哈密顿圈,即每个城市访问一次的回路,显示了DNA计算在求解组合判定问题的明显优势。	81	按照恩格斯的说明,是因为那时“信奉各种空想学说的分子”和“各种各样的社会庸医们”都称为“社会主义者”。	24	0	1	[2.034624024815912e-09, 1.0]
运动	”解放战争时期,为了加强军队的政治工作,巩固和发展新式整军运动的成果,他指出:“需要将这一民主精神的新运动,转为部队中集中领导下的经常的民主生活。	29	芬兰科学家发现,经常运动的人早死的危险性比不运动的人要低56%,偶尔运动的人死亡的危险性也要比久坐不运动的人低1/3。	10	0	0	[1.0, 3.060731201043944e-27]
包	在课题组里,包文翊年纪最大,不管任务多重,他总是一丝不苟地去完成。	6	图⑥苗家香茗敬亲人(包旭东摄)	10	1	1	[2.3263784995619652e-11, 1.0]
运动	辩证唯物主义和历史唯物主义的观点认为,客观事物是不断运动发展变化的,人们必须在运动发展变化中认识和把握事物,从而不断检验、更新和扬弃自己的思想观点。	26	这种开放意识同封闭、僵化相对立,本身就具有解放思想的意义,而它的落脚点则在于掌握不断变化的客观世界大系统的运动规律,这当然又是实事求是的本质要求。	53	1	1	[3.356751392402657e-07, 0.9999996423721313]
钱	大昭寺民管会主任尼玛慈仁告诉记者,当喇嘛们从新闻中得知西藏那曲、阿里、日喀则等地区发生特大雪灾后,纷纷把自己用于购买日常生活用品的钱捐献出来。	65	买家不怕赝品,也是为了一个“钱”字。	14	0	1	[7.630173968209419e-07, 0.9999992847442627]
运动	他们不仅自发地组织了『拯救经济,再创汉江奇迹』一千万人签名运动,而且还把『压在箱底下的美元』,储蓄到银行,短短几天就储蓄了十亿美元之多。	29	由于对纳戈尔诺卡拉巴赫问题持强硬立场的『叶尔克拉帕』议员团近日在国民议会的迅速崛起,执政的亚美尼亚全民族运动已失去在议会的多数地位,这一局面导致彼得罗相总统被迫提出辞呈。	52	1	1	[2.5391329643191075e-17, 1.0]
地方	经与作者联系,评委会了解到,作者本人也已经意识到这些需要修改的地方,准备最近借重版之机作出处理。	31	这里气候温和,水草丰美,是野生动物繁殖和生长最理想的地方。	26	0	0	[0.9634055495262146, 0.036594513803720474]
运动	他们认为,银河系只能是这种规模,恒星的很多运动情况才能得到解释,原先对银河系规模的估计可能偏大。	21	同时大会还将筹划中国妇女运动跨世纪的蓝图。	12	0	1	[2.3021898414299358e-06, 0.9999977350234985]
研究	对此,长沙副市长兼市公安局局长梁建强于1月5日对报道作出批示:“请治安支队迅速研究,采取果断措施予以处理。	39	灾情发生后,河北省市县三级迅速成立抗震救灾指挥部,研究应急措施,安排抗震自救。	25	1	1	[6.952318122993288e-38, 1.0]
钱	我们痛定思痛,下决心勒紧裤腰带,由财政拿钱,社会各界捐助,筹集资金,花三年时间,修起浙东高标准的海上长城,造福于民。	20	买家不怕赝品,也是为了一个“钱”字。	14	0	0	[1.0, 1.2848749841865015e-12]
包	几天后,刘志祥再一次出现在胡忠友的家门口,给胡忠友一家带来一大包半新的衣服和鞋子等物。	31	可谁知过年了他们仍未回家,只给我们邮来大包小包的年货,儿子和女儿各自带着他们全家外出旅游去了。	20	1	1	[3.136849512577083e-15, 1.0]
运动	而连续粒界结晶硅的原子结合顺畅,电子在其中的运动速度非常快,是非结晶硅中的600倍、低温多晶硅的4倍。	22	另一方面观测X—射线双星系统轨道运动的种种效应,又可以准确地确定每个子星的质量,果然在这一类天体中找到了一些质量超过3个太阳质量的致密天体,比如天鹅座的X—1源,就是这样一个黑洞的候选天体。	16	1	1	[4.9767900911490415e-09, 1.0]
运动	目前,由韩国民间团体倡导而开展的『爱国出售黄金』运动,国家虽然以高出目前韩国市场金价百分之十的韩币进行收购,但规定一个月后方可取款。	24	泰国这所历史最悠久的大学最近发起一场反对女生在校园内穿超短裙的运动,此举在该校内引起争议。	31	1	1	[0.24649891257286072, 0.7535011172294617]
老	我曾去过福建省安溪县,那也是个大山区,一位老华侨多年来为他的家乡安溪捐款捐物,办教育,搞建设,在当地传为佳话。	21	在消费者当中,农村消费者更占下风,由于信息渠道狭窄,商品知识缺乏,商品鉴别能力通常更低,所以假药假酒老是在农村药死人和毒死人。	50	0	1	[9.240215149475262e-06, 0.999990701675415]
包	张北县县长唐树森、尚义县县长申兰旺表示要立足当前抓恢复,着眼长远抓开发,建立领导干部包乡包村包户责任制,完不成任务,达不到标准,决不离开。	42	附记:“抓斗大王”包起帆担任经理已有一年半的时间了。	9	0	1	[3.6742633380271172e-09, 1.0]
运动	早期的民主与科学,独立与自由,鲁迅的“常新说”(1925年《我观北大》:“第一,北大是常为新的,改进的运动的先锋,要使中国向着好的,往上的道路走。	51	我们中学生主要玩赛车类、运动类、射击类和智力型游戏,那种危险性较大的体育游戏和赌博或暴力成分较高的动作游戏一般是成人玩。	12	0	0	[0.9999715089797974, 2.8491218472481705e-05]
运动	201—300为四级,属中度污染,接触一定时间后,心脏病和肺病患者的症状将显著加剧,运动耐力下降,健康人群也会出现不良反应。	42	”解放战争时期,为了加强军队的政治工作,巩固和发展新式整军运动的成果,他指出:“需要将这一民主精神的新运动,转为部队中集中领导下的经常的民主生活。	29	0	1	[2.21166465053102e-06, 0.9999977350234985]
冲击	它巧妙借鉴影视艺术的表演手法,强化灯光,简化布景,注重人物形象的刻画,突出人物之间的感情纠葛,在人物心灵的碰撞中加强打动人心的冲击力度。	63	在漫长岁月中,海浪连续冲击岩石,逐渐形成岩洞,内侧被打通。	11	1	1	[1.727799659259361e-14, 1.0]
少	由于气候干旱少雨、风沙大,过量的不合理开发,载畜量过高等原因,素以“风吹草低见牛羊”著称的内蒙古草原,退化日益严重。	6	“碧云天,黄花地,西风紧,北雁南飞”是《西厢记》里的崔莺莺暮秋时节到十里长亭去送张君瑞;“木落雁南度,北风江上寒”是诗人孟浩然在大江岸上抒发春天的情怀……假如没有鸿雁,或者鸿雁像鸭子一样趴在地上飞不起来,大自然少此一笔,那该是多么地大煞风景!	105	1	0	[1.0, 4.868645882302925e-25]
走	从某种程度上讲,考查结果决定着干部的进退、升降和走留。	24	当天游客较多,下午3时左右,大部分游客都走了。	20	1	1	[3.438418971768442e-08, 1.0]
分子	解放军军事医学科学院放射医学研究所科技人员运用分子进化规律,成功推测并发现了中国汉族人—干扰素的独特亚型。	23	首先,申请厂家必须提供充分的科学实验证据,阐明新药单体化合物或蛋白质分子的理化特性与生物学活性,并向FDA递交充分的动物实验资料,证明新药的安全性与有效性。	34	1	1	[0.1906532198190689, 0.8093468546867371]
钱	大昭寺民管会主任尼玛慈仁告诉记者,当喇嘛们从新闻中得知西藏那曲、阿里、日喀则等地区发生特大雪灾后,纷纷把自己用于购买日常生活用品的钱捐献出来。	65	但实践使他们懂得,股份制既可以借用别人的钱发财,又可以分散自己资本的风险,何乐而不为?	20	1	1	[1.1352206197361554e-23, 1.0]
